Time;01:19:30;Date;05/03/19;AcX;-8.41;AcY;-2.47;AcZ;3.38;Tmp;27.68;GyX;-208.00;GyY;194.00;GyZ;62.00;
Time;01:19:30;Date;05/03/19;AcX;-8.46;AcY;-2.52;AcZ;3.49;Tmp;27.68;GyX;-217.00;GyY;305.00;GyZ;-272.00;
Time;01:19:30;Date;05/03/19;AcX;-8.33;AcY;-2.45;AcZ;3.60;Tmp;27.68;GyX;-111.00;GyY;175.00;GyZ;109.00;
Time;01:19:30;Date;05/03/19;AcX;-8.44;AcY;-2.50;AcZ;3.47;Tmp;27.68;GyX;-34.00;GyY;71.00;GyZ;264.00;
Time;01:19:30;Date;05/03/19;AcX;-8.38;AcY;-2.51;AcZ;3.47;Tmp;27.68;GyX;-147.00;GyY;229.00;GyZ;-231.00;
Time;01:19:30;Date;05/03/19;AcX;-8.32;AcY;-2.45;AcZ;3.44;Tmp;27.68;GyX;-155.00;GyY;285.00;GyZ;-55.00;
Time;01:19:30;Date;05/03/19;AcX;-8.52;AcY;-2.39;AcZ;3.51;Tmp;27.68;GyX;-203.00;GyY;292.00;GyZ;-165.00;
Time;01:19:30;Date;05/03/19;AcX;-8.43;AcY;-2.44;AcZ;3.52;Tmp;27.68;GyX;-179.00;GyY;217.00;GyZ;-20.00;
Time;01:19:30;Date;05/03/19;AcX;-8.39;AcY;-2.50;AcZ;3.60;Tmp;27.68;GyX;-140.00;GyY;168.00;GyZ;107.00;
Time;01:19:31;Date;05/03/19;AcX;-8.35;AcY;-2.55;AcZ;3.59;Tmp;27.73;GyX;-136.00;GyY;238.00;GyZ;-45.00;
Time;01:19:31;Date;05/03/19;AcX;-8.40;AcY;-2.52;AcZ;3.54;Tmp;27.78;GyX;-160.00;GyY;237.00;GyZ;28.00;
Time;01:19:31;Date;05/03/19;AcX;-8.37;AcY;-2.50;AcZ;3.50;Tmp;27.68;GyX;-165.00;GyY;252.00;GyZ;-34.00;
Time;01:19:31;Date;05/03/19;AcX;-8.43;AcY;-2.47;AcZ;3.60;Tmp;27.73;GyX;-167.00;GyY;171.00;GyZ;78.00;
Time;01:19:31;Date;05/03/19;AcX;-8.41;AcY;-2.50;AcZ;3.57;Tmp;27.64;GyX;-180.00;GyY;228.00;GyZ;-92.00;
