Time;01:19:45;Date;05/03/19;AcX;-8.41;AcY;-2.28;AcZ;3.58;Tmp;27.64;GyX;-267.00;GyY;198.00;GyZ;697.00;
Time;01:19:45;Date;05/03/19;AcX;-8.53;AcY;-2.62;AcZ;3.49;Tmp;27.68;GyX;-245.00;GyY;379.00;GyZ;-14.00;
Time;01:19:45;Date;05/03/19;AcX;-8.21;AcY;-2.37;AcZ;3.43;Tmp;27.73;GyX;-171.00;GyY;175.00;GyZ;396.00;
Time;01:19:45;Date;05/03/19;AcX;-8.43;AcY;-2.44;AcZ;3.59;Tmp;27.59;GyX;-185.00;GyY;317.00;GyZ;-45.00;
Time;01:19:45;Date;05/03/19;AcX;-8.31;AcY;-2.41;AcZ;3.57;Tmp;27.68;GyX;-171.00;GyY;188.00;GyZ;80.00;
Time;01:19:45;Date;05/03/19;AcX;-8.45;AcY;-2.48;AcZ;3.65;Tmp;27.64;GyX;-149.00;GyY;250.00;GyZ;-23.00;
Time;01:19:45;Date;05/03/19;AcX;-8.34;AcY;-2.38;AcZ;3.53;Tmp;27.64;GyX;-161.00;GyY;195.00;GyZ;19.00;
Time;01:19:45;Date;05/03/19;AcX;-8.48;AcY;-2.46;AcZ;3.53;Tmp;27.59;GyX;-155.00;GyY;226.00;GyZ;53.00;
Time;01:19:46;Date;05/03/19;AcX;-8.32;AcY;-2.44;AcZ;3.53;Tmp;27.68;GyX;-170.00;GyY;229.00;GyZ;-14.00;
Time;01:19:46;Date;05/03/19;AcX;-8.36;AcY;-2.46;AcZ;3.59;Tmp;27.59;GyX;-158.00;GyY;190.00;GyZ;59.00;
Time;01:19:46;Date;05/03/19;AcX;-8.39;AcY;-2.41;AcZ;3.48;Tmp;27.64;GyX;-174.00;GyY;266.00;GyZ;-78.00;
Time;01:19:46;Date;05/03/19;AcX;-8.43;AcY;-2.40;AcZ;3.53;Tmp;27.54;GyX;-145.00;GyY;194.00;GyZ;69.00;
Time;01:19:46;Date;05/03/19;AcX;-8.44;AcY;-2.42;AcZ;3.46;Tmp;27.59;GyX;-176.00;GyY;253.00;GyZ;-62.00;
Time;01:19:46;Date;05/03/19;AcX;-8.40;AcY;-2.47;AcZ;3.55;Tmp;27.64;GyX;-138.00;GyY;190.00;GyZ;58.00;
Time;01:19:46;Date;05/03/19;AcX;-8.43;AcY;-2.47;AcZ;3.52;Tmp;27.54;GyX;-163.00;GyY;242.00;GyZ;-63.00;
Time;01:19:46;Date;05/03/19;AcX;-8.37;AcY;-2.40;AcZ;3.51;Tmp;27.59;GyX;-160.00;GyY;213.00;GyZ;45.00;
Time;01:19:46;Date;05/03/19;AcX;-8.49;AcY;-2.46;AcZ;3.48;Tmp;27.68;GyX;-155.00;GyY;230.00;GyZ;-23.00;
Time;01:19:46;Date;05/03/19;AcX;-8.38;AcY;-2.41;AcZ;3.44;Tmp;27.64;GyX;-152.00;GyY;194.00;GyZ;55.00;
Time;01:19:46;Date;05/03/19;AcX;-8.45;AcY;-2.43;AcZ;3.50;Tmp;27.54;GyX;-147.00;GyY;227.00;GyZ;11.00;
Time;01:19:46;Date;05/03/19;AcX;-8.34;AcY;-2.41;AcZ;3.48;Tmp;27.68;GyX;-164.00;GyY;217.00;GyZ;8.00;
Time;01:19:46;Date;05/03/19;AcX;-8.43;AcY;-2.44;AcZ;3.57;Tmp;27.64;GyX;-149.00;GyY;233.00;GyZ;24.00;
Time;01:19:47;Date;05/03/19;AcX;-8.38;AcY;-2.38;AcZ;3.57;Tmp;27.64;GyX;-183.00;GyY;210.00;GyZ;-29.00;
