Time;01:17:37;Date;05/03/19AcX;-8.37;AcY;-2.79;AcZ;3.39;Tmp;27.87;GyX;-163.00;GyY;233.00;GyZ;1.00;
Time;01:17:37;Date;05/03/19AcX;-8.37;AcY;-2.80;AcZ;3.37;Tmp;27.73;GyX;-169.00;GyY;237.00;GyZ;-33.00;
Time;01:17:37;Date;05/03/19AcX;-8.36;AcY;-2.78;AcZ;3.40;Tmp;27.78;GyX;-150.00;GyY;237.00;GyZ;9.00;
Time;01:17:37;Date;05/03/19AcX;-8.38;AcY;-2.80;AcZ;3.41;Tmp;27.87;GyX;-162.00;GyY;230.00;GyZ;1.00;
Time;01:17:37;Date;05/03/19AcX;-8.32;AcY;-2.76;AcZ;3.38;Tmp;27.82;GyX;-140.00;GyY;225.00;GyZ;18.00;
Time;01:17:37;Date;05/03/19AcX;-8.32;AcY;-2.80;AcZ;3.32;Tmp;27.73;GyX;-144.00;GyY;250.00;GyZ;16.00;
Time;01:17:37;Date;05/03/19AcX;-8.400;GyZ;-20.00;
Time;01:17:37;Date;05/03/19AcX;-8.40;AcY;-2.76;AcZ;3.35;Tmp;27.87;GyX;-168.00;GyY;217.00;GyZ;-17.00;
Time;01:17:37;Date;05/03/19AcX;-8.36;AcY;-2.79;AcZ;3.40;Tmp;27.82;GyX;-157.00;GyY;211.00;GyZ;-17.00;
Time;01:17:37;Date;05/03/19AcX;-8.40;AcY;-2.79;AcZ;3.36;Tmp;27.82;GyX;-157.00;GyY;234.00;GyZ;-18.00;
Time;01:17:37;Date;05/03/19AcX;-8.32;AcY;-2.77;AcZ;3.39;Tmp;27.87;GyX;-169.00;GyY;220.00;GyZ;-29.00;
Time;01:17:38;Date;05/03/19AcX;-8.39;AcY;-2.81;AcZ;3.40;Tmp;27.82;GyX;-146.00;GyY;218.00;GyZ;-7.00;
Time;01:17:38;Date;05/03/19AcX;-8.38;AcY;-2.77;AcZ;3.40;Tmp;27.87;GyX;-174.00;GyY;221.00;GyZ;-15.00;
Time;01:17:38;Date;05/03/19AcX;-8.38;AcY;-2.84;AcZ;3.44;Tmp;27.78;GyX;-171.00;GyY;240.00;GyZ;-11.00;
Time;01:17:38;Date;05/03/19AcX;-8.34;AcY;-2.85;AcZ;3.42;Tmp;27.78;GyX;-164.00;GyY;233.00;GyZ;7.00;
Time;01:17:38;Date;05/03/19AcX;-8.40;AcY;-4.00;
Time;01:17:38;Date;05/03/19AcX;-8.34;AcY;-2.77;AcZ;3.42;Tmp;27.78;GyX;-139.00;GyY;213.00;GyZ;37.00;
Time;01:17:38;Date;05/03/19AcX;-8.38;AcY;-2.84;AcZ;3.33;Tmp;27.78;GyX;-173.00;GyY;230.00;GyZ;15.00;
Time;01:17:38;Date;05/03/19AcX;-8.44;AcY;-2.84;AcZ;3.39;Tmp;27.82;GyX;-163.00;GyY;219.00;GyZ;1.00;
Time;01:17:38;Date;05/03/19AcX;-8.38;AcY;-2.84;AcZ;3.36;Tmp;27.78;GyX;-169.00;GyY;246.00;GyZ;-18.00;
Time;01:17:38;Date;05/03/19AcX;-8.40;AcY;-2.75;AcZ;3.51;Tmp;27.87;GyX;-163.00;GyY;226.00;GyZ;-17.00;
Time;01:17:39;Date;05/03/19AcX;-8.37;AcY;-2.79;AcZ;3.37;Tmp;27.87;GyX;-155.00;GyY;247.00;GyZ;-5.00;
Time;01:17:39;Date;05/03/19AcX;-8.37;AcY;-2.00;
Time;01:17:39;Date;05/03/19AcX;-8.38;AcGyZ;10.00;
Time;01:17:39;Date;05/03/19AcX;-8.39;AcY;-2.83;AcZ;3.33;Tmp;27.78;GyX;-157.00;GyY;222.00;GyZ;13.00;appending
Time;01:17:39;Date;05/03/19AcX;-8.37;AcY;6.00;
