Time;01:17:40;Date;05/03/19AcX;-8.35;AcY;-2.78;AcZ;3.39;Tmp;27.78;GyX;-139.00;GyY;240.00;GyZ;-14.00;
Time;01:17:40;Date;05/03/19AcX;-8.43;AcY;-2.79;AcZ;3.40;Tmp;27.78;GyX;-159.00;GyY;213.00;GyZ;29.00;
Time;01:17:40;Date;05/03/19AcX;-8.41;AcY;-2.76;AcZ;3.38;Tmp;27.82;GyX;-149.00;GyY;201.00;GyZ;21.00;
Time;01:17:40;Date;05/03/19AcX;-8.42;AcY;-2.76;AcZ;3.40;Tmp;27.78;GyX;-152.00;GyY;228.00;GyZ;21.00;
Time;01:17:40;Date;05/03/19AcX;-8.36;AcY;-2.85;AcZ;3.34;Tmp;27.82;GyX;-168.00;GyY;245.00;GyZ;-5.00;
Time;01:17:40;Date;05/03/19AcX;-8.38;AcY;-2.78;AcZ;3.37;Tmp;27.82;GyX;-166.00;GyY;228.00;GyZ;-32.00;
Time;01:17:40;Date;05/03/19AcX;-8.36;;8.00;
Time;01:17:41;Date;05/03/19AcX;-8.39;AcY;-2.75;AcZ;3.45;Tmp;27.78;GyX;-160.00;GyY;244.00;GyZ;4.00;
Time;01:17:41;Date;05/03/19AcX;-8.37;AcY;-2.74;AcZ;3.35;Tmp;27.92;GyX;-165.00;GyY;218.00;GyZ;5.00;
Time;01:17:41;Date;05/03/19AcX;-8.37;AcY;-2.80;AcZ;3.30;Tmp;27.82;GyX;-143.00;GyY;235.00;GyZ;3.00;
Time;01:17:41;Date;05/03/19AcX;-8.37;AcY;-2.78;AcZ;3.43;Tmp;27.78;GyX;-140.00;GyY;236.00;GyZ;28.00;
Time;01:17:41;Date;05/03/19AcX;-8.36;AcY;-2.76;AcZ;3.27;Tmp;27.87;GyX;-163.00;GyY;223.00;GyZ;2.00;
Time;01:17:41;Date;05/03/19AcX;-8.36;AcY;-2.77;AcZ;3.40;Tmp;27.82;GyX;-145.00;GyY;240.00;GyZ;-10.00;
Time;01:17:41;Date;05/03/19AcX;-8.37;AcY;-2.76;AcZ;3.41;Tmp;27.78;GyX;-155.00;GyY;228.00;GyZ;-2.00;
Time;01:17:41;Date;05/03/19AcX;-8.43;AcY;-2.83;AcZ;3.45;Tmp;27.82;GyX;-156.00;GyY;211.00;GyZ;17.00;
Time;01:17:41;Date;05/03/19AcX;-8.38;AcY;-2.83;AcZ;3.39;Tmp;27.78;GyX;-166.00;GyY;213.00;GyZ;-3.00;
Time;01:17:41;Date;05/03/19AcX;-8.39;AcY;-2.85;AcZ;3.38;Tmp;27.87;GyX;-151.00;GyY;216.00;GyZ;0.00;
Time;01:17:41;Date;05/03/19AcX;-8.40;AcY;-2.82;AcZ;3.40;Tmp;27.82;GyX;-139.00;GyY;222.00;GyZ;-12.00;
Time;01:17:41;Date;05/03/19AcX;-8.34;AcY;-2.78;AcZ;3.32;Tmp;27.78;GyX;-158.00;GyY;217.00;GyZ;-15.00;
Time;01:17:41;Date;05/03/19AcX;-8.34;AcY;-2.76;AcZ;3.42;Tmp;27.78;GyX;-158.00;GyY;204.00;GyZ;-12.00;
Time;01:17:41;Date;05/03/19AcX;-8.35;AcY;-2.83;AcZ;3.35;Tmp;27.82;GyX;-143.00;GyY;236.00;GyZ;8.00;
Time;01:17:42;Date;05/03/19AcX;-8.40;AcY;-2.85;AcZ;3.41;Tmp;27.82;GyX;-149.00;GyY;233.00;GyZ;7.00;
Time;01:17:42;Date;05/03/19AcX;-8.40;AcY;-2.80.00;
Time;01:17:42;Date;05/03/19AcX;-8.235.00;GyZ;-15.00;
Time;01:17:42;Date;05/03/19AcX;-8.49;AcY;-2.78;AcZ;3.40;Tmp;27.87;GyX;-181.00;GyY;207.00;GyZX;-152.00;GyY;220.00;GyZ;-11.00;
Time;01:17:42;Date;05/03/19AcX;-8.43;AcY;-2.77;AcZ;3.41;Tmp;27.87;GyX;-185.00;GyY;232.00;GyZ;8.00;
Time;01:17:42;Date;05/03/19AcX;-8.37;AcY;-2.79;AcZ;3.44;Tmp;27.82;GyX;-157.00;GyY;233.00;GyZ;-2.00;
Time;01:17:42;Date;05/03/19AcX;-8.35;AcY;-2.82;AcZ;3.39;Tmp;27.82;GyX;-166.00;GyY;217.00;GyZ;25.00;
Time;01:17:42;Date;05/03/19AcX;-8.38;AcY;-2.80;AcZ;3.40;Tmp;27.87;GyX;-153.00;GyY;214.00;GyZ;-12.00;
Time;01:17:42;Date;05/03/19AcX;-8.32;AcY;-2.76;AcZ;3.40;Tmp;27.92;GyX;-156.00;GyY;228.00;GyZ;7.00;
Time;01:17:43;Date;05/03/19AcX;-8.36;AcY;-2.78;AcZ;3.32;Tmp;27.78;GyX;-159.00;GyY;212.00;GyZ;-9.00;
Time;01:17:43;Date;05/03/19AcX;-8.37;AcY;-2.81;AcZ;3.27;Tmp;27.82;GyX;-149.00;GyY;223.00;GyZ;17.00;
Time;01:17:43;Date;05/03/19AcX;-8.41;AcY;-2.84;
Time;01:17:43;Date;05/03/19AcX;-8.38;Ac;GyZ;-5.00;
Time;01:17:43;Date;05/03/19AcX;-8.39;AcY;-20;
Time;01:17:44;Date;05/03/19AcX;-8.37;AcY;-2.76;AcZ;3.38;Tmp;27.82;GyX;-161.00;GyY;208.00;GyZ;6.00;
Time;01:17:44;Date;05/03/19AcX;-8.42;AcY;-2.00;
Time;01:17:44;Date;05/03/19AcX;-8.38;AcY;-2.84;AcZ;3.39;Tmp;27.78;GyX;-150.00;GyY;250.00;GyZ;-36.00;
Time;01:17:44;Date;05/03/19AcX;-8.39;AcY;-2.79;AcZ;3.38;Tmp;27.78;GyX;-178.00;GyY;251.00;GyZ;0.00;
Time;01:17:44;Date;05/03/19AcX;-8.42;AcY;-2.79;AcZ;3.44;Tmp;27.87;GyX;-161.00;GyY;249.00;GyZ;-13.00;
Time;01:17:44;Date;05/03/19AcX;-8.54;AcY;-2.82;AcZ;3.33;Tmp;27.82;GyX;-210.00;GyY;383.00;GyZ;-218.00;
Time;01:17:44;Date;05/03/19AcX;-8.40;AcY;-2.85;AcZ;3.44;Tmp;27.87;GyX;-208.00;GyY;432.00;GyZ;-323.00;
Time;01:17:44;Date;05/03/19AcX;-8.38;AcY;-2.80;AcZ;3.44;Tmp;27.92;GyX;-160.00;GyY;414.00;GyZ;-161.00;
Time;01:17:44;Date;05/03/19AcX;-8.45;AcY;-2.78;AcZ;3.43;Tmp;27.87;GyX;-198.00;GyY;360.00;GyZ;-241.00;
Time;01:17:45;Date;05/03/19AcX;-8.49;AcY;-2.82;AcZ;3.39;Tmp;27.87;GyX;-178.00;GyY;362.00;GyZ;-230.00;
Time;01:17:45;Date;05/03/19AcX;-8.38;AcY;-2.77;AcZ;3.41;Tmp;27.92;GyX;-174.00;GyY;291.00;GyZ;-120.00;
Time;01:17:45;Date;05/03/19A;GyY;179.00;GyZ;72.00;
Time;01:17:45;Date;05/03/19GyY;259.00;GyZ;-18.00;
Time;01:17:45;Date;05/03/19AcX;-8.41;AcY;-2.82;
Time;01:17:45;Date;05/03/19AcX;-8.42;AcY;-2.80;AcZ;3.38;Tmp;27.82;GyX;-152.00;GyY;230.00;GyZ;-13.00;
Time;01:17:45;Date;05/03/19AcX;-8.32;AcY;-2.83;AcZ;3.41;Tmp;27.82;GyX;-168.00;GyY;226.00;GyZ;-18.00;
Time;01:17:45;Date;05/03/19AcX;-8.34;AcY;-2.77;AcZ;3.42;Tmp;27.92;GyX;-170.00;GyY;209.00;GyZ;-6.00;
Time;01:17:45;Date;05/03/19AcX;-8.41;AcY;-2.82;AcZ;3.40;Tmp;27.78;GyX;-154.00;GyY;211.00;GyZ;-14.00;
Time;01:17:46;Date;05/03/19AcX;-8.35;AcY;-2.79;AcZ;3.37;Tmp;27.82;GyX;-169.00;GyY;220.00;GyZ;2.00;
Time;01:17:46;Date;05/03/19AcX;-8.39;AcY;-2.81;AcZ;3.41;Tmp;27.82;GyX;-154.00;GyY;222.00;GyZ;-6.00;
Time;01:17:46;Date;05/03/19AcX;-8.33;AcY;-2.74;AcZ;3.37;Tmp;27.82;GyX;-167.00;GyY;225.00;GyZ;5.00;
Time;01:17:46;Date;05/03/19AcX;-8.37;AcY;-2.77;AcZ;3.46;Tmp;27.87;GyX;-172.00;GyY;230.00;GyZ;-18.00;
Time;01:17:46;Date;05/03/19AcX;-8.36;AcY;-2.76;AcZ;3.33;Tmp;27.82;GyX;-170.00;GyY;227.00;GyZ;7.00;
Time;01:17:46;Date;05/03/19AcX;-8.40;AcY;-2.78;AcZ;3.39;Tmp;27.73;GyX;-149.00;GyY;212.00;GyZ;6.00;
Time;01:17:46;Date;05/03/19AcX;-8.34;AcY;-2.77;AcZ;3.32;Tmp;27.87;GyX;-150.00;GyY;229.00;GyZ;32.00;
Time;01:17:46;Date;05/03/19AcX;-8.34;AcY;-2.83;AcZ;3.35;Tmp;27.87;GyX;-135.00;GyY;223.00;GyZ;4.00;
Time;01:17:46;Date;05/03/19AcX;-8.37;AcY;-2.79;AcZ;3.44;Tmp;27.73;GyX;-150.00;GyY;223.00;GyZ;2.00;
Time;01:17:46;Date;05/03/19AcX;-8.41;AcY;-2.77;AcZ;3.32;Tmp;27.82;GyX;-155.00;GyY;238.00;GyZ;15.00;
Time;01:17:46;Date;05/03/19AcX;-8.37;AcY;-2.87;AcZ;3.34;Tmp;27.82;GyX;-160.00;GyY;240.00;GyZ;5.00;
Time;01:17:47;Date;05/03/19AcX;-8.42;AcY;-2.800;
Time;01:17:47;Date;05/03/19AcY;234.00;GyZ;-26.00;
Time;01:17:47;Date;05/03/19AcX;-8.34;AcY;-2.76;AcZ;3.36;Tmp;27.78;GyX;-167.00;GyY;230.00;GyZ;-16.00;
Time;01:17:47;Date;05/03/19AcX;-0;GyZ;7.00;
Time;01:17:47;Date;05/03/19;220.00;GyZ;33.00;
Time;01:17:47;Date;05/03/19AcX;-8.37;AcY;-2.75;AcZ;3.43;Tmp;27.82;GyX;-155.00;GyY;233.00;GyZ;12.00;
Time;01:17:48;Date;05/03/19AcX;-8.39;AcY;-2.75;AcZ;3.35;Tmp;27.82;GyX;-159.00;GyY;201.00;GyZ;12.00;or appending
Time;01:17:48;Date;05/03/19AcX;-8.32;AcY;13.00;
Time;01:17:48;Date;05/03/19AcX;-812.00;GyZ;1.00;
Time;01:17:48;Date;05/03/19A0;GyY;215.00;GyZ;-5.00;
