Time;01:20:03;Date;05/03/19;AcX;-8.38;AcY;-2.42;AcZ;3.53;Tmp;27.59;GyX;-166.00;GyY;241.00;GyZ;-6.00;
Time;01:20:03;Date;05/03/19;AcX;-8.42;AcY;-2.35;AcZ;3.58;Tmp;27.59;GyX;-173.00;GyY;219.00;GyZ;30.00;
Time;01:20:03;Date;05/03/19;AcX;-8.39;AcY;-2.38;AcZ;3.51;Tmp;27.49;GyX;-156.00;GyY;248.00;GyZ;26.00;
Time;01:20:03;Date;05/03/19;AcX;-8.41;AcY;-2.38;AcZ;3.55;Tmp;27.64;GyX;-172.00;GyY;237.00;GyZ;31.00;
Time;01:20:03;Date;05/03/19;AcX;-8.44;AcY;-2.36;AcZ;3.58;Tmp;27.59;GyX;-155.00;GyY;245.00;GyZ;-12.00;
Time;01:20:03;Date;05/03/19;AcX;-8.41;AcY;-2.46;AcZ;3.58;Tmp;27.54;GyX;-153.00;GyY;208.00;GyZ;30.00;
Time;01:20:03;Date;05/03/19;AcX;-8.44;AcY;-2.36;AcZ;3.60;Tmp;27.49;GyX;-164.00;GyY;198.00;GyZ;9.00;
Time;01:20:03;Date;05/03/19;AcX;-8.45;AcY;-2.41;AcZ;3.55;Tmp;27.64;GyX;-163.00;GyY;221.00;GyZ;2.00;
Time;01:20:03;Date;05/03/19;AcX;-8.35;AcY;-2.37;AcZ;3.61;Tmp;27.54;GyX;-154.00;GyY;226.00;GyZ;-27.00;
Time;01:20:03;Date;05/03/19;AcX;-8.43;AcY;-2.32;AcZ;3.59;Tmp;27.59;GyX;-175.00;GyY;232.00;GyZ;-17.00;
Time;01:20:04;Date;05/03/19;AcX;-8.38;AcY;-2.40;AcZ;3.53;Tmp;27.59;GyX;-163.00;GyY;216.00;GyZ;4.00;
Time;01:20:04;Date;05/03/19;AcX;-8.39;AcY;-2.40;AcZ;3.59;Tmp;27.59;GyX;-161.00;GyY;209.00;GyZ;-12.00;
Time;01:20:04;Date;05/03/19;AcX;-8.42;AcY;-2.33;AcZ;3.57;Tmp;27.59;GyX;-167.00;GyY;244.00;GyZ;-19.00;
Time;01:20:04;Date;05/03/19;AcX;-8.43;AcY;-2.36;AcZ;3.56;Tmp;27.64;GyX;-165.00;GyY;237.00;GyZ;-5.00;
Time;01:20:04;Date;05/03/19;AcX;-8.40;AcY;-2.41;AcZ;3.52;Tmp;27.68;GyX;-163.00;GyY;235.00;GyZ;-21.00;
Time;01:20:04;Date;05/03/19;AcX;-8.46;AcY;-2.42;AcZ;3.58;Tmp;27.54;GyX;-168.00;GyY;239.00;GyZ;-15.00;
Time;01:20:04;Date;05/03/19;AcX;-8.40;AcY;-2.35;AcZ;3.61;Tmp;27.59;GyX;-164.00;GyY;237.00;GyZ;16.00;
Time;01:20:04;Date;05/03/19;AcX;-8.40;Ac0;
Time;01:20:04;Date;05/03/19;Ac4.00;GyZ;23.00;
Time;01:20:05;Date;05/03/19;AcX;-8.39;AcY;-2.39;AcZ;3.64;Tmp;27.64;GyX;-164.00;GyY;220.00;GyZ;5.00;
Time;01:20:05;Date;05/03/19;AcX;-8.46;AcY;yZ;27.00;
Time;01:20:05;Date;05/03/19;AcX;-8.39;AcY;-2.39;AcZ;3.62;Tmp;27.68;GyX;-139.00;GyY;203.00;GyZ;39.00;
Time;01:20:05;Date;05/03/19;AcX;-8.37;AcY;-2.43;AcZ;3.51;Tmp;27.68;GyX;-149.00;GyY;244.00;GyZ;8.00;
Time;01:20:05;Date;05/03/19;AcX;-8.40;AcY;-2.44;AcZ;3.57;Tmp;27.59;GyX;-168.00;GyY;207.00;GyZ;40.00;
Time;01:20:05;Date;05/03/19;AcX;-8.33;AcY;-2.41;AcZ;3.52;Tmp;27.49;GyX;-167.00;GyY;253.00;GyZ;-1.00;
